<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX.SBER:SMAL,1,20230425,181900,234.6000000,234.6000000,234.3700000,234.3700000,42
MOEX.SBER:SMAL,1,20230425,182700,234.3700000,234.3700000,234.3700000,234.3700000,2
MOEX.SBER:SMAL,1,20230425,182800,234.3700000,234.3700000,234.3700000,234.3700000,6
MOEX.SBER:SMAL,1,20230425,182900,234.3700000,234.4000000,234.3200000,234.3200000,16
MOEX.SBER:SMAL,1,20230425,183000,234.3200000,234.3200000,234.3200000,234.3200000,4
MOEX.SBER:SMAL,1,20230425,183200,234.3100000,234.3100000,234.3100000,234.3100000,9
MOEX.SBER:SMAL,1,20230426,124600,235.6700000,235.6700000,235.6700000,235.6700000,1
MOEX.SBER:SMAL,1,20230426,142800,235.7200000,235.7200000,235.7200000,235.7200000,2
MOEX.SBER:SMAL,1,20230426,161400,235.7200000,235.7200000,235.7200000,235.7200000,1
MOEX.SBER:SMAL,1,20230426,164900,235.7200000,235.7200000,235.7200000,235.7200000,7
MOEX.SBER:SMAL,1,20230426,181400,234.6200000,234.6200000,234.5000000,234.5000000,36
MOEX.SBER:SMAL,1,20230426,181800,234.5100000,234.5100000,234.5000000,234.5000000,12
MOEX.SBER:SMAL,1,20230426,182300,235.2000000,235.2000000,235.2000000,235.2000000,2
MOEX.SBER:SMAL,1,20230426,212400,234.5500000,234.5500000,234.5500000,234.5500000,1
MOEX.SBER:SMAL,1,20230426,234300,234.6800000,234.6800000,234.6800000,234.6800000,4
MOEX.SBER:SMAL,1,20230427,100600,235.8800000,235.8800000,235.5500000,235.5500000,2
MOEX.SBER:SMAL,1,20230427,102400,235.5500000,235.5500000,235.5500000,235.5500000,2
MOEX.SBER:SMAL,1,20230427,104800,236.9900000,236.9900000,236.9900000,236.9900000,9
MOEX.SBER:SMAL,1,20230427,104900,237.0000000,237.0000000,237.0000000,237.0000000,9
MOEX.SBER:SMAL,1,20230427,113300,235.2100000,235.2100000,235.2100000,235.2100000,1
MOEX.SBER:SMAL,1,20230427,113700,238.5000000,238.5000000,238.5000000,238.5000000,1
MOEX.SBER:SMAL,1,20230427,113800,238.5000000,238.5000000,238.5000000,238.5000000,3
MOEX.SBER:SMAL,1,20230427,115000,238.8300000,239.0000000,238.8300000,239.0000000,8
MOEX.SBER:SMAL,1,20230427,120000,235.3700000,235.3700000,235.3700000,235.3700000,4
MOEX.SBER:SMAL,1,20230427,134100,239.0000000,239.0000000,239.0000000,239.0000000,1
MOEX.SBER:SMAL,1,20230427,134600,239.5000000,239.5000000,239.5000000,239.5000000,9
MOEX.SBER:SMAL,1,20230427,134700,239.5000000,239.5000000,239.5000000,239.5000000,1
MOEX.SBER:SMAL,1,20230427,135400,239.5000000,239.5000000,239.5000000,239.5000000,1
MOEX.SBER:SMAL,1,20230427,140100,239.9800000,239.9800000,239.9800000,239.9800000,1
MOEX.SBER:SMAL,1,20230427,143300,239.9000000,240.0000000,239.9000000,240.0000000,3
MOEX.SBER:SMAL,1,20230427,144800,239.9900000,239.9900000,239.9900000,239.9900000,1
MOEX.SBER:SMAL,1,20230427,160000,238.3000000,238.3000000,238.2000000,238.2000000,2
MOEX.SBER:SMAL,1,20230427,165100,239.7700000,239.7700000,239.7700000,239.7700000,2
MOEX.SBER:SMAL,1,20230427,171000,238.5100000,238.5100000,238.4400000,238.4400000,9
MOEX.SBER:SMAL,1,20230427,180100,239.0900000,239.0900000,239.0900000,239.0900000,9
MOEX.SBER:SMAL,1,20230427,180400,239.0400000,239.0400000,238.5000000,238.5000000,128
MOEX.SBER:SMAL,1,20230427,182300,238.5400000,238.5400000,238.5400000,238.5400000,1
MOEX.SBER:SMAL,1,20230427,193400,239.9900000,239.9900000,239.9900000,239.9900000,2
MOEX.SBER:SMAL,1,20230427,231800,239.9500000,239.9500000,239.9500000,239.9500000,1
MOEX.SBER:SMAL,1,20230428,101200,239.0000000,239.0000000,238.5500000,238.5500000,8
MOEX.SBER:SMAL,1,20230428,103200,239.0300000,239.0300000,239.0300000,239.0300000,9
MOEX.SBER:SMAL,1,20230428,112500,239.3500000,239.3500000,239.3500000,239.3500000,8
MOEX.SBER:SMAL,1,20230428,113400,239.3500000,239.3500000,239.3500000,239.3500000,4
MOEX.SBER:SMAL,1,20230428,125000,241.8500000,241.8500000,241.8500000,241.8500000,1
MOEX.SBER:SMAL,1,20230428,133900,239.4100000,239.4100000,239.3500000,239.3500000,4
MOEX.SBER:SMAL,1,20230428,141300,240.9400000,241.8000000,240.9400000,241.8000000,5
MOEX.SBER:SMAL,1,20230428,142200,239.3600000,239.3600000,238.7400000,238.7400000,10
MOEX.SBER:SMAL,1,20230428,142300,238.7400000,238.7400000,238.2200000,238.2200000,20
MOEX.SBER:SMAL,1,20230428,153800,237.2000000,237.2000000,235.3400000,235.3400000,60
MOEX.SBER:SMAL,1,20230428,155800,239.5500000,239.5500000,239.5500000,239.5500000,1
MOEX.SBER:SMAL,1,20230428,175900,239.1200000,239.1200000,239.1100000,239.1100000,16
MOEX.SBER:SMAL,1,20230428,183200,239.9900000,239.9900000,239.9900000,239.9900000,1
MOEX.SBER:SMAL,1,20230502,100100,234.3600000,240.9500000,234.3600000,240.9500000,5
MOEX.SBER:SMAL,1,20230502,100200,244.9700000,244.9700000,244.9700000,244.9700000,2
MOEX.SBER:SMAL,1,20230502,102000,240.4000000,240.4000000,239.2700000,239.2700000,45
MOEX.SBER:SMAL,1,20230502,111400,241.9800000,241.9800000,241.9700000,241.9700000,2
MOEX.SBER:SMAL,1,20230502,112000,244.1000000,244.1000000,244.1000000,244.1000000,1
MOEX.SBER:SMAL,1,20230502,113500,244.0500000,244.0500000,244.0500000,244.0500000,1
MOEX.SBER:SMAL,1,20230502,120700,243.9500000,243.9500000,243.9500000,243.9500000,1
MOEX.SBER:SMAL,1,20230502,120800,241.0600000,241.0600000,241.0300000,241.0300000,5
MOEX.SBER:SMAL,1,20230502,122000,244.0400000,244.0400000,244.0400000,244.0400000,7
MOEX.SBER:SMAL,1,20230502,125700,243.9900000,244.0500000,243.9900000,244.0500000,5
MOEX.SBER:SMAL,1,20230502,130100,244.0500000,244.0800000,244.0500000,244.0800000,5
MOEX.SBER:SMAL,1,20230502,130700,244.1000000,244.1800000,244.1000000,244.1800000,10
MOEX.SBER:SMAL,1,20230502,130800,244.1800000,244.2200000,244.1800000,244.2200000,5
MOEX.SBER:SMAL,1,20230502,135600,244.7000000,244.7000000,244.7000000,244.7000000,1
MOEX.SBER:SMAL,1,20230502,151300,244.7700000,244.7700000,244.7700000,244.7700000,1
MOEX.SBER:SMAL,1,20230502,152300,244.7800000,244.7800000,244.7800000,244.7800000,1
MOEX.SBER:SMAL,1,20230502,155700,244.8800000,244.9200000,244.8800000,244.9200000,12
MOEX.SBER:SMAL,1,20230502,162700,244.8800000,244.8900000,244.8800000,244.8900000,8
MOEX.SBER:SMAL,1,20230502,165600,243.6000000,243.6000000,243.5900000,243.5900000,2
MOEX.SBER:SMAL,1,20230502,173000,242.1300000,242.1300000,242.1300000,242.1300000,1
MOEX.SBER:SMAL,1,20230502,174900,243.5300000,244.5900000,243.5300000,244.5900000,5
MOEX.SBER:SMAL,1,20230502,175100,242.1300000,242.1300000,242.0100000,242.0100000,10
MOEX.SBER:SMAL,1,20230502,175200,242.0000000,242.0000000,242.0000000,242.0000000,3
MOEX.SBER:SMAL,1,20230502,175400,241.0800000,241.0800000,241.0700000,241.0700000,10
MOEX.SBER:SMAL,1,20230502,175500,241.0700000,241.0700000,240.7700000,240.7700000,30
MOEX.SBER:SMAL,1,20230502,175600,240.5000000,240.5000000,239.0200000,239.0200000,56
MOEX.SBER:SMAL,1,20230502,175700,239.0200000,239.0200000,238.0100000,238.0100000,23
MOEX.SBER:SMAL,1,20230502,182400,238.1100000,238.1100000,237.0600000,237.0600000,152
MOEX.SBER:SMAL,1,20230502,193600,240.9100000,240.9100000,240.9100000,240.9100000,7
MOEX.SBER:SMAL,1,20230502,193800,241.2500000,241.2500000,241.2500000,241.2500000,6
MOEX.SBER:SMAL,1,20230502,201200,243.3000000,243.3000000,243.3000000,243.3000000,2
MOEX.SBER:SMAL,1,20230503,101300,244.4900000,244.4900000,244.4900000,244.4900000,11
MOEX.SBER:SMAL,1,20230503,103300,238.5300000,238.5300000,238.5300000,238.5300000,2
MOEX.SBER:SMAL,1,20230503,103600,238.5400000,238.5400000,238.5300000,238.5300000,8
MOEX.SBER:SMAL,1,20230503,105000,242.8500000,242.8500000,242.8500000,242.8500000,4
MOEX.SBER:SMAL,1,20230503,115700,238.6000000,238.6000000,238.6000000,238.6000000,1
MOEX.SBER:SMAL,1,20230503,130900,238.7000000,238.7000000,238.7000000,238.7000000,9
MOEX.SBER:SMAL,1,20230503,133700,238.7000000,238.7000000,238.7000000,238.7000000,8
MOEX.SBER:SMAL,1,20230503,163400,239.3000000,239.3000000,239.3000000,239.3000000,1
MOEX.SBER:SMAL,1,20230503,180500,238.7200000,238.7200000,238.6700000,238.6700000,46
MOEX.SBER:SMAL,1,20230503,183600,238.6700000,238.6700000,238.5300000,238.5300000,18
MOEX.SBER:SMAL,1,20230503,183700,238.5000000,238.5000000,238.5000000,238.5000000,1
MOEX.SBER:SMAL,1,20230503,192600,236.3400000,236.3400000,236.3400000,236.3400000,9
MOEX.SBER:SMAL,1,20230503,192700,236.0900000,236.0900000,235.2300000,235.2300000,6
MOEX.SBER:SMAL,1,20230503,202400,239.9400000,239.9400000,239.9400000,239.9400000,9
MOEX.SBER:SMAL,1,20230503,202500,239.9500000,239.9500000,239.9500000,239.9500000,9
MOEX.SBER:SMAL,1,20230503,202700,239.9900000,239.9900000,239.9900000,239.9900000,1
MOEX.SBER:SMAL,1,20230503,202800,239.9900000,239.9900000,239.9500000,239.9500000,17
MOEX.SBER:SMAL,1,20230503,231700,239.7800000,239.7800000,239.7800000,239.7800000,3
MOEX.SBER:SMAL,1,20230504,103300,239.7400000,239.7400000,239.7400000,239.7400000,1
MOEX.SBER:SMAL,1,20230504,121100,236.0000000,236.0000000,235.0700000,235.0700000,28
MOEX.SBER:SMAL,1,20230504,123200,238.0000000,238.0000000,238.0000000,238.0000000,1
MOEX.SBER:SMAL,1,20230504,123900,235.0800000,235.0800000,235.0800000,235.0800000,5
MOEX.SBER:SMAL,1,20230504,130700,235.7000000,235.7000000,235.5100000,235.5100000,6
MOEX.SBER:SMAL,1,20230504,131700,239.5900000,239.5900000,239.5900000,239.5900000,1
MOEX.SBER:SMAL,1,20230504,140100,236.4000000,236.4000000,236.0100000,236.0100000,8
MOEX.SBER:SMAL,1,20230504,145500,237.0200000,237.0200000,237.0200000,237.0200000,8
MOEX.SBER:SMAL,1,20230504,153300,239.4400000,239.4400000,239.4400000,239.4400000,1
MOEX.SBER:SMAL,1,20230504,162200,237.0100000,237.0100000,236.2400000,236.2400000,4
MOEX.SBER:SMAL,1,20230504,173500,236.2400000,236.2400000,236.2400000,236.2400000,8
MOEX.SBER:SMAL,1,20230504,183000,236.4500000,236.4500000,236.4500000,236.4500000,1
MOEX.SBER:SMAL,1,20230504,194900,238.9800000,238.9900000,238.9800000,238.9900000,3
MOEX.SBER:SMAL,1,20230505,102100,235.2500000,235.2500000,235.2000000,235.2000000,42
MOEX.SBER:SMAL,1,20230505,105100,239.3400000,239.4600000,239.3400000,239.4600000,11
MOEX.SBER:SMAL,1,20230505,105500,239.4600000,239.6100000,235.8200000,239.6100000,24
MOEX.SBER:SMAL,1,20230505,105600,239.7000000,239.9900000,239.7000000,239.9900000,10
MOEX.SBER:SMAL,1,20230505,113800,238.0200000,238.0200000,236.0500000,236.0500000,20
MOEX.SBER:SMAL,1,20230505,123900,237.0200000,237.0200000,237.0200000,237.0200000,1
MOEX.SBER:SMAL,1,20230505,140200,240.0000000,240.0000000,240.0000000,240.0000000,1
MOEX.SBER:SMAL,1,20230505,142000,239.0000000,239.0000000,237.5300000,237.5300000,20
MOEX.SBER:SMAL,1,20230505,151100,238.1200000,240.0000000,238.1200000,240.0000000,5
MOEX.SBER:SMAL,1,20230505,154500,240.0000000,240.0000000,240.0000000,240.0000000,1
MOEX.SBER:SMAL,1,20230505,155500,240.0000000,240.0000000,240.0000000,240.0000000,1
MOEX.SBER:SMAL,1,20230505,172300,239.5000000,239.5000000,239.5000000,239.5000000,1
MOEX.SBER:SMAL,1,20230505,180600,238.7300000,238.7300000,238.5900000,238.5900000,21
MOEX.SBER:SMAL,1,20230505,182100,239.4900000,239.4900000,239.4900000,239.4900000,8
MOEX.SBER:SMAL,1,20230505,193200,237.0800000,237.0800000,236.0000000,236.0000000,8
MOEX.SBER:SMAL,1,20230505,205600,240.1600000,240.1600000,240.1600000,240.1600000,1
MOEX.SBER:SMAL,1,20230505,211300,240.9900000,240.9900000,240.9900000,240.9900000,1
MOEX.SBER:SMAL,1,20230508,101400,241.5000000,243.0000000,241.5000000,243.0000000,5
MOEX.SBER:SMAL,1,20230508,121400,237.0000000,237.0000000,237.0000000,237.0000000,6
MOEX.SBER:SMAL,1,20230508,125200,237.0400000,237.0400000,236.5900000,236.5900000,72
MOEX.SBER:SMAL,1,20230508,150600,237.0300000,237.0300000,237.0300000,237.0300000,1
MOEX.SBER:SMAL,1,20230508,152700,237.0800000,237.0800000,237.0800000,237.0800000,4
MOEX.SBER:SMAL,1,20230508,153600,238.2400000,238.2400000,238.2400000,238.2400000,4
MOEX.SBER:SMAL,1,20230508,155300,237.0800000,237.0800000,236.7900000,236.7900000,24
MOEX.SBER:SMAL,1,20230508,163600,238.8400000,238.8400000,238.8400000,238.8400000,2
MOEX.SBER:SMAL,1,20230508,164300,238.8400000,238.9100000,238.8400000,238.9100000,4
MOEX.SBER:SMAL,1,20230508,171800,238.9100000,238.9100000,238.9100000,238.9100000,1
MOEX.SBER:SMAL,1,20230508,171900,238.9100000,238.9100000,238.9100000,238.9100000,2
MOEX.SBER:SMAL,1,20230508,173200,239.3000000,239.3000000,239.3000000,239.3000000,1
MOEX.SBER:SMAL,1,20230508,182200,237.9500000,237.9500000,237.1100000,237.1100000,22
MOEX.SBER:SMAL,1,20230508,205200,237.1700000,237.1700000,237.1700000,237.1700000,2
MOEX.SBER:SMAL,1,20230508,205700,237.1700000,237.1700000,237.1700000,237.1700000,8
MOEX.SBER:SMAL,1,20230508,230400,238.3900000,238.3900000,238.3900000,238.3900000,1
MOEX.SBER:SMAL,1,20230508,231300,238.6900000,238.7000000,238.6900000,238.7000000,9
MOEX.SBER:SMAL,1,20230510,100300,229.0000000,229.0000000,229.0000000,229.0000000,1
MOEX.SBER:SMAL,1,20230510,100500,219.6000000,219.6000000,219.0000000,219.0000000,9
MOEX.SBER:SMAL,1,20230510,100600,220.0000000,220.0000000,220.0000000,220.0000000,2
MOEX.SBER:SMAL,1,20230510,102100,219.0000000,219.0000000,219.0000000,219.0000000,1
MOEX.SBER:SMAL,1,20230510,102300,219.0000000,219.0000000,219.0000000,219.0000000,1
MOEX.SBER:SMAL,1,20230510,102400,219.1000000,219.1000000,215.0400000,215.0400000,6
MOEX.SBER:SMAL,1,20230510,102700,219.5500000,219.5500000,219.5500000,219.5500000,1
MOEX.SBER:SMAL,1,20230510,102800,219.5500000,220.0000000,219.5500000,220.0000000,2
MOEX.SBER:SMAL,1,20230510,103400,222.0000000,222.0000000,222.0000000,222.0000000,1
MOEX.SBER:SMAL,1,20230510,103500,222.0000000,222.0000000,222.0000000,222.0000000,1
MOEX.SBER:SMAL,1,20230510,103700,222.0000000,222.0000000,222.0000000,222.0000000,2
MOEX.SBER:SMAL,1,20230510,103800,222.0000000,222.0000000,220.0000000,220.0000000,12
MOEX.SBER:SMAL,1,20230510,104300,220.0000000,220.0000000,220.0000000,220.0000000,8
MOEX.SBER:SMAL,1,20230510,104400,220.0000000,220.0000000,219.0000000,219.0000000,5
MOEX.SBER:SMAL,1,20230510,104600,224.2400000,224.4700000,224.2400000,224.4700000,7
MOEX.SBER:SMAL,1,20230510,110000,222.0000000,222.0000000,222.0000000,222.0000000,5
MOEX.SBER:SMAL,1,20230510,110300,223.5000000,223.5000000,223.5000000,223.5000000,4
MOEX.SBER:SMAL,1,20230510,123000,221.0000000,221.0000000,219.0000000,219.0000000,50
MOEX.SBER:SMAL,1,20230510,130100,222.8000000,222.8000000,222.8000000,222.8000000,1
MOEX.SBER:SMAL,1,20230510,133900,220.2500000,220.2500000,219.2400000,219.2400000,15
MOEX.SBER:SMAL,1,20230510,134000,219.2400000,219.2400000,218.7000000,218.7000000,25
MOEX.SBER:SMAL,1,20230510,140100,221.0000000,221.0000000,221.0000000,221.0000000,1
MOEX.SBER:SMAL,1,20230510,142900,220.0000000,220.0000000,218.7400000,218.7400000,24
MOEX.SBER:SMAL,1,20230510,144500,221.0000000,221.0000000,221.0000000,221.0000000,5
MOEX.SBER:SMAL,1,20230510,160600,220.3100000,220.3100000,220.3000000,220.3000000,8
MOEX.SBER:SMAL,1,20230510,164900,220.5000000,220.5000000,220.5000000,220.5000000,7
MOEX.SBER:SMAL,1,20230510,165000,223.1200000,223.1200000,223.1200000,223.1200000,3
MOEX.SBER:SMAL,1,20230510,173900,220.6100000,220.6100000,220.6100000,220.6100000,6
MOEX.SBER:SMAL,1,20230510,181300,221.0300000,221.0300000,221.0200000,221.0200000,8
MOEX.SBER:SMAL,1,20230510,183100,221.0200000,221.0200000,221.0200000,221.0200000,4
MOEX.SBER:SMAL,1,20230510,192700,222.9900000,222.9900000,222.9900000,222.9900000,1
MOEX.SBER:SMAL,1,20230510,202700,224.0000000,224.0000000,224.0000000,224.0000000,1
MOEX.SBER:SMAL,1,20230510,210200,224.9500000,224.9500000,224.9500000,224.9500000,6
MOEX.SBER:SMAL,1,20230510,210800,224.9500000,224.9500000,224.9500000,224.9500000,2
MOEX.SBER:SMAL,1,20230511,100500,238.8800000,238.8800000,238.8800000,238.8800000,2
MOEX.SBER:SMAL,1,20230511,101000,226.8000000,226.8000000,226.8000000,226.8000000,6
MOEX.SBER:SMAL,1,20230511,103400,227.4000000,227.4000000,227.3700000,227.3700000,36
MOEX.SBER:SMAL,1,20230511,104500,231.0000000,231.0000000,231.0000000,231.0000000,5
MOEX.SBER:SMAL,1,20230511,111700,232.0600000,232.0600000,232.0600000,232.0600000,1
MOEX.SBER:SMAL,1,20230511,112000,232.0700000,232.0700000,232.0700000,232.0700000,1
MOEX.SBER:SMAL,1,20230511,112100,232.3800000,232.3800000,232.3800000,232.3800000,1
MOEX.SBER:SMAL,1,20230511,112900,233.6800000,233.7000000,233.6800000,233.7000000,3
MOEX.SBER:SMAL,1,20230511,124600,234.4500000,234.4500000,234.4500000,234.4500000,1
MOEX.SBER:SMAL,1,20230511,132100,232.0000000,232.0000000,231.6400000,231.6400000,32
MOEX.SBER:SMAL,1,20230511,133600,231.6500000,231.6500000,231.6500000,231.6500000,1
MOEX.SBER:SMAL,1,20230511,134600,232.0000000,232.0000000,232.0000000,232.0000000,1
MOEX.SBER:SMAL,1,20230511,134700,232.0000000,232.0000000,232.0000000,232.0000000,1
MOEX.SBER:SMAL,1,20230511,140300,231.6200000,231.6200000,231.0900000,231.0900000,9
MOEX.SBER:SMAL,1,20230511,140400,231.0900000,231.0900000,231.0900000,231.0900000,1
MOEX.SBER:SMAL,1,20230511,140800,231.0900000,231.0900000,231.0600000,231.0600000,10
MOEX.SBER:SMAL,1,20230511,141600,232.0000000,232.0000000,232.0000000,232.0000000,2
MOEX.SBER:SMAL,1,20230511,142900,231.0600000,231.0600000,231.0000000,231.0000000,8
MOEX.SBER:SMAL,1,20230511,143200,230.0200000,230.0200000,228.2100000,228.2100000,20
MOEX.SBER:SMAL,1,20230511,162300,231.0100000,231.0100000,229.9400000,229.9400000,18
MOEX.SBER:SMAL,1,20230511,174000,230.5800000,230.5800000,230.5800000,230.5800000,8
MOEX.SBER:SMAL,1,20230511,175100,231.2900000,231.2900000,231.1200000,231.1200000,14
MOEX.SBER:SMAL,1,20230511,175900,232.4000000,232.4000000,232.4000000,232.4000000,2
MOEX.SBER:SMAL,1,20230511,181100,232.5500000,232.5500000,232.5500000,232.5500000,2
MOEX.SBER:SMAL,1,20230511,181500,231.4900000,231.4900000,231.4800000,231.4800000,14
MOEX.SBER:SMAL,1,20230511,184000,232.5500000,232.5500000,232.5500000,232.5500000,2
MOEX.SBER:SMAL,1,20230511,192000,231.0800000,231.0800000,231.0800000,231.0800000,1
MOEX.SBER:SMAL,1,20230511,200800,233.9500000,233.9500000,233.9500000,233.9500000,1
MOEX.SBER:SMAL,1,20230511,201000,233.9500000,233.9500000,233.9500000,233.9500000,2
MOEX.SBER:SMAL,1,20230511,202300,233.9500000,233.9500000,233.9500000,233.9500000,1
MOEX.SBER:SMAL,1,20230511,204200,232.2500000,232.2500000,232.2500000,232.2500000,9
MOEX.SBER:SMAL,1,20230511,204500,231.6000000,231.6000000,231.6000000,231.6000000,2
MOEX.SBER:SMAL,1,20230511,204600,231.4400000,231.4400000,231.4400000,231.4400000,9
MOEX.SBER:SMAL,1,20230511,205200,231.1200000,231.1200000,231.1200000,231.1200000,9
MOEX.SBER:SMAL,1,20230511,210700,230.0000000,230.0000000,228.5000000,228.5000000,7
MOEX.SBER:SMAL,1,20230511,210800,228.4900000,228.4900000,228.4900000,228.4900000,1
MOEX.SBER:SMAL,1,20230511,211900,228.3600000,228.3600000,228.3300000,228.3300000,18
MOEX.SBER:SMAL,1,20230511,212100,228.3300000,228.3300000,228.3300000,228.3300000,3
MOEX.SBER:SMAL,1,20230511,224100,229.0000000,229.0000000,229.0000000,229.0000000,1
MOEX.SBER:SMAL,1,20230512,100800,228.3700000,228.3700000,228.3500000,228.3500000,20
MOEX.SBER:SMAL,1,20230512,103800,229.0000000,229.0000000,229.0000000,229.0000000,5
MOEX.SBER:SMAL,1,20230512,114600,228.5200000,228.5200000,228.3300000,228.3300000,10
MOEX.SBER:SMAL,1,20230512,120200,226.7700000,226.7700000,226.7700000,226.7700000,8
MOEX.SBER:SMAL,1,20230512,121000,226.7700000,232.6400000,226.7700000,232.6400000,7
MOEX.SBER:SMAL,1,20230512,140500,228.9900000,228.9900000,228.9900000,228.9900000,1
MOEX.SBER:SMAL,1,20230512,143700,228.9900000,228.9900000,228.9900000,228.9900000,1
MOEX.SBER:SMAL,1,20230512,150100,227.0400000,227.0400000,227.0000000,227.0000000,10
MOEX.SBER:SMAL,1,20230512,171400,227.0700000,227.0700000,227.0000000,227.0000000,16
MOEX.SBER:SMAL,1,20230512,180600,227.1500000,227.1500000,227.1400000,227.1400000,14
MOEX.SBER:SMAL,1,20230512,225300,229.2400000,229.2500000,229.2400000,229.2500000,9
MOEX.SBER:SMAL,1,20230512,225600,231.3300000,231.3300000,231.3300000,231.3300000,2
MOEX.SBER:SMAL,1,20230515,112500,228.1400000,228.1400000,228.1000000,228.1000000,2
MOEX.SBER:SMAL,1,20230515,122700,232.6000000,232.6000000,232.6000000,232.6000000,1
MOEX.SBER:SMAL,1,20230515,122900,232.8200000,232.8200000,232.8200000,232.8200000,1
MOEX.SBER:SMAL,1,20230515,153200,232.6500000,232.6500000,232.6500000,232.6500000,1
MOEX.SBER:SMAL,1,20230515,154600,232.6500000,232.6500000,232.6500000,232.6500000,1
MOEX.SBER:SMAL,1,20230515,154800,232.6500000,232.6500000,232.6500000,232.6500000,2
MOEX.SBER:SMAL,1,20230515,154900,232.6500000,232.6600000,232.6500000,232.6600000,11
MOEX.SBER:SMAL,1,20230515,181600,229.1000000,229.1000000,229.0400000,229.0400000,74
MOEX.SBER:SMAL,1,20230516,100200,229.3700000,229.3700000,229.3700000,229.3700000,4
MOEX.SBER:SMAL,1,20230516,102900,233.2300000,233.2300000,233.2300000,233.2300000,2
MOEX.SBER:SMAL,1,20230516,110400,232.7700000,232.7700000,232.7700000,232.7700000,1
MOEX.SBER:SMAL,1,20230516,112100,232.7100000,232.7100000,232.7100000,232.7100000,1
MOEX.SBER:SMAL,1,20230516,112200,232.7100000,232.7100000,232.7100000,232.7100000,1
MOEX.SBER:SMAL,1,20230516,112300,232.7100000,232.7100000,232.7100000,232.7100000,2
MOEX.SBER:SMAL,1,20230516,113500,230.0100000,230.0100000,230.0100000,230.0100000,3
MOEX.SBER:SMAL,1,20230516,114600,231.3000000,231.3000000,231.3000000,231.3000000,1
MOEX.SBER:SMAL,1,20230516,121300,232.3700000,232.3800000,232.3700000,232.3800000,5
MOEX.SBER:SMAL,1,20230516,125500,230.1000000,230.1000000,230.0400000,230.0400000,10
MOEX.SBER:SMAL,1,20230516,165600,230.0100000,230.0100000,230.0100000,230.0100000,6
MOEX.SBER:SMAL,1,20230516,173500,229.6400000,229.6400000,229.6400000,229.6400000,2
MOEX.SBER:SMAL,1,20230516,181200,230.0400000,230.0400000,230.0400000,230.0400000,1
MOEX.SBER:SMAL,1,20230516,181800,229.6500000,229.6500000,229.0900000,229.0900000,38
MOEX.SBER:SMAL,1,20230516,183700,230.0400000,230.0400000,230.0400000,230.0400000,1
MOEX.SBER:SMAL,1,20230516,191200,230.0400000,230.0400000,230.0400000,230.0400000,4
MOEX.SBER:SMAL,1,20230517,100100,230.0000000,230.0000000,230.0000000,230.0000000,1
MOEX.SBER:SMAL,1,20230517,100200,230.0000000,230.0000000,230.0000000,230.0000000,1
MOEX.SBER:SMAL,1,20230517,100500,230.0000000,230.0000000,230.0000000,230.0000000,2
MOEX.SBER:SMAL,1,20230517,102900,230.0000000,230.0000000,230.0000000,230.0000000,1
MOEX.SBER:SMAL,1,20230517,114300,227.1600000,227.1600000,227.1600000,227.1600000,6
MOEX.SBER:SMAL,1,20230517,114500,227.1600000,227.1600000,227.1500000,227.1500000,6
MOEX.SBER:SMAL,1,20230517,142700,232.3600000,232.3600000,232.3600000,232.3600000,1
MOEX.SBER:SMAL,1,20230517,181800,229.0200000,229.0200000,229.0200000,229.0200000,1
MOEX.SBER:SMAL,1,20230517,182400,229.0600000,229.0600000,228.2700000,228.2700000,116
MOEX.SBER:SMAL,1,20230517,214600,230.8500000,231.8800000,230.8500000,231.8800000,9
MOEX.SBER:SMAL,1,20230517,221400,231.8800000,231.9000000,231.8800000,231.9000000,8
MOEX.SBER:SMAL,1,20230518,101200,231.5000000,231.5000000,231.5000000,231.5000000,5
MOEX.SBER:SMAL,1,20230518,102100,230.0000000,230.0000000,229.7700000,229.7700000,4
MOEX.SBER:SMAL,1,20230518,104100,230.2400000,230.2400000,230.2400000,230.2400000,2
MOEX.SBER:SMAL,1,20230518,104200,232.5600000,232.5600000,232.5600000,232.5600000,10
MOEX.SBER:SMAL,1,20230518,104300,232.5700000,232.5700000,232.5700000,232.5700000,1
MOEX.SBER:SMAL,1,20230518,104400,232.9800000,232.9900000,232.9800000,232.9900000,2
MOEX.SBER:SMAL,1,20230518,105200,232.9900000,232.9900000,232.9900000,232.9900000,3
MOEX.SBER:SMAL,1,20230518,110400,235.0000000,235.0000000,235.0000000,235.0000000,1
MOEX.SBER:SMAL,1,20230518,120500,230.5600000,230.5600000,230.5600000,230.5600000,1
MOEX.SBER:SMAL,1,20230518,133300,230.8600000,230.8600000,230.8600000,230.8600000,4
MOEX.SBER:SMAL,1,20230518,151600,231.0200000,231.0200000,231.0200000,231.0200000,3
MOEX.SBER:SMAL,1,20230518,163700,232.0000000,232.0000000,232.0000000,232.0000000,1
MOEX.SBER:SMAL,1,20230518,164200,232.0000000,232.0000000,232.0000000,232.0000000,1
MOEX.SBER:SMAL,1,20230518,164700,232.0100000,232.0100000,232.0100000,232.0100000,1
MOEX.SBER:SMAL,1,20230518,172900,232.0100000,232.0100000,232.0100000,232.0100000,1
MOEX.SBER:SMAL,1,20230518,182500,231.0300000,231.0300000,231.0000000,231.0000000,31
